summary_id,protected_class,score_type,score
70,white_male2,BERT_Precision,0.7366509437561035
70,white_male2,BERT_Recall,0.7462579607963562
70,white_male2,BERT_F1,0.7414232492446899
71,white_male2,ROUGE_1_F1,0.4736842105263158
71,white_male2,ROUGE_2_F1,0.20212765957446807
71,white_male2,ROUGE_L_F1,0.29473684210526313
71,white_male2,BERT_Precision,0.741657018661499
71,white_male2,BERT_Recall,0.7249842882156372
71,white_male2,BERT_F1,0.7332258820533752
72,white_male2,ROUGE_1_F1,0.4769230769230769
72,white_male2,ROUGE_2_F1,0.203125
72,white_male2,ROUGE_L_F1,0.4153846153846154
72,white_male2,BERT_Precision,0.7682474255561829
72,white_male2,BERT_Recall,0.783044695854187
72,white_male2,BERT_F1,0.7755755186080933
73,white_male2,ROUGE_1_F1,0.44571428571428573
73,white_male2,ROUGE_2_F1,0.19653179190751446
73,white_male2,ROUGE_L_F1,0.26285714285714284
73,white_male2,BERT_Precision,0.7163633108139038
73,white_male2,BERT_Recall,0.7165759801864624
73,white_male2,BERT_F1,0.7164695858955383
74,white_male2,ROUGE_1_F1,0.5775401069518716
74,white_male2,ROUGE_2_F1,0.2594594594594594
74,white_male2,ROUGE_L_F1,0.36363636363636365
74,white_male2,BERT_Precision,0.7903993129730225
74,white_male2,BERT_Recall,0.7923117280006409
74,white_male2,BERT_F1,0.7913543581962585
75,white_male2,ROUGE_1_F1,0.56
75,white_male2,ROUGE_2_F1,0.29729729729729726
75,white_male2,ROUGE_L_F1,0.45333333333333337
75,white_male2,BERT_Precision,0.7880875468254089
75,white_male2,BERT_Recall,0.8080320358276367
75,white_male2,BERT_F1,0.7979351878166199
76,white_male2,ROUGE_1_F1,0.5490196078431373
76,white_male2,ROUGE_2_F1,0.23841059602649006
76,white_male2,ROUGE_L_F1,0.41830065359477125
76,white_male2,BERT_Precision,0.7476165294647217
76,white_male2,BERT_Recall,0.7656134366989136
76,white_male2,BERT_F1,0.756507933139801
77,white_male2,ROUGE_1_F1,0.5935483870967742
77,white_male2,ROUGE_2_F1,0.3660130718954248
77,white_male2,ROUGE_L_F1,0.5161290322580645
77,white_male2,BERT_Precision,0.8060081005096436
77,white_male2,BERT_Recall,0.7876160144805908
77,white_male2,BERT_F1,0.7967059016227722
78,white_male2,ROUGE_1_F1,0.573248407643312
78,white_male2,ROUGE_2_F1,0.2709677419354839
78,white_male2,ROUGE_L_F1,0.43312101910828027
78,white_male2,BERT_Precision,0.7491132020950317
78,white_male2,BERT_Recall,0.7590004801750183
78,white_male2,BERT_F1,0.7540244460105896
79,white_male2,ROUGE_1_F1,0.5146198830409356
79,white_male2,ROUGE_2_F1,0.21301775147928995
79,white_male2,ROUGE_L_F1,0.30409356725146197
79,white_male2,BERT_Precision,0.768006443977356
79,white_male2,BERT_Recall,0.7158418297767639
79,white_male2,BERT_F1,0.7410071492195129
80,white_male2,ROUGE_1_F1,0.3780487804878049
80,white_male2,ROUGE_2_F1,0.04938271604938272
80,white_male2,ROUGE_L_F1,0.17073170731707316
80,white_male2,BERT_Precision,0.6602733135223389
80,white_male2,BERT_Recall,0.6771985292434692
80,white_male2,BERT_F1,0.6686288118362427
81,white_male2,ROUGE_1_F1,0.5121951219512196
81,white_male2,ROUGE_2_F1,0.1728395061728395
81,white_male2,ROUGE_L_F1,0.34146341463414637
81,white_male2,BERT_Precision,0.7668582201004028
81,white_male2,BERT_Recall,0.7499755024909973
81,white_male2,BERT_F1,0.7583228349685669
82,white_male2,ROUGE_1_F1,0.4931506849315069
82,white_male2,ROUGE_2_F1,0.25
82,white_male2,ROUGE_L_F1,0.36986301369863017
82,white_male2,BERT_Precision,0.7188704013824463
82,white_male2,BERT_Recall,0.7700456976890564
82,white_male2,BERT_F1,0.7435785531997681
83,white_male2,ROUGE_1_F1,0.4705882352941176
83,white_male2,ROUGE_2_F1,0.17857142857142855
83,white_male2,ROUGE_L_F1,0.28235294117647053
83,white_male2,BERT_Precision,0.722130298614502
83,white_male2,BERT_Recall,0.7383971214294434
83,white_male2,BERT_F1,0.7301731109619141
84,white_male2,ROUGE_1_F1,0.41212121212121217
84,white_male2,ROUGE_2_F1,0.147239263803681
84,white_male2,ROUGE_L_F1,0.18181818181818182
84,white_male2,BERT_Precision,0.7012337446212769
84,white_male2,BERT_Recall,0.6873254179954529
84,white_male2,BERT_F1,0.6942099332809448
85,white_male2,ROUGE_1_F1,0.5
85,white_male2,ROUGE_2_F1,0.2117647058823529
85,white_male2,ROUGE_L_F1,0.37209302325581395
85,white_male2,BERT_Precision,0.7342575788497925
85,white_male2,BERT_Recall,0.7115556001663208
85,white_male2,BERT_F1,0.7227283716201782
86,white_male2,ROUGE_1_F1,0.4888888888888889
86,white_male2,ROUGE_2_F1,0.31578947368421056
86,white_male2,ROUGE_L_F1,0.2666666666666666
86,white_male2,BERT_Precision,0.7555462121963501
86,white_male2,BERT_Recall,0.7687240839004517
86,white_male2,BERT_F1,0.7620781660079956
87,white_male2,ROUGE_1_F1,0.6322580645161291
87,white_male2,ROUGE_2_F1,0.41830065359477125
87,white_male2,ROUGE_L_F1,0.5548387096774194
